City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
350,Ostrovnoy,68.0531,39.5131,-6.05,87,34,10.28,RU,1670277229
351,Guerrero Negro,27.9769,-114.0611,19.6,71,8,8.31,MX,1670277121
352,Angangueo,19.6194,-100.2853,17.62,39,1,1.95,MX,1670277230
353,Warrington,53.3925,-2.5802,6.04,88,75,2.57,GB,1670277216
354,Northam,51.0333,-4.2167,6.88,86,100,6.36,GB,1670277230
355,Alekseyevsk,57.8406,108.3492,-10.95,93,100,5.61,RU,1670277231
356,Vanderhoof,54.0166,-124.0198,-13.11,86,95,1.02,CA,1670277231
357,College,64.8569,-147.8028,-7.28,91,100,0.0,US,1670277231
358,Bandarbeyla,9.4942,50.8122,25.11,73,28,8.35,SO,1670277044
359,Yambio,4.5721,28.3955,21.17,78,16,2.05,SS,1670277232
360,Mount Gambier,-37.8333,140.7667,13.83,60,25,3.57,AU,1670277233
361,Nipawin,53.3668,-104.0009,-22.98,64,0,2.57,CA,1670277233
362,Obihiro,42.9172,143.2044,-6.32,71,0,0.98,JP,1670277234
363,Natchez,31.5604,-91.4032,24.12,76,100,5.14,US,1670277106
364,Norman Wells,65.282,-126.8329,-28.98,69,75,5.14,CA,1670277234
365,Tiznit Province,29.5833,-9.5,14.45,87,63,0.97,MA,1670277127
366,Arrondissement de Cahors,44.4167,1.3333,3.89,73,99,2.09,FR,1670277235
367,Kaniama,-7.5667,24.1833,16.95,98,98,0.82,CD,1670277235
368,Udala,43.0778,-2.5125,9.48,92,100,2.28,ES,1670277236
369,Xai-Xai,-25.0519,33.6442,22.72,86,100,7.69,MZ,1670277236
370,Mujiayingzi,42.1167,118.7833,-11.09,39,0,4.48,CN,1670277237
371,Puerto Madryn,-42.7692,-65.0385,32.42,13,81,12.77,AR,1670277237
372,Nongstoin,25.5167,91.2667,9.54,43,0,2.05,IN,1670277238
373,Bubaque,11.2833,-15.8333,27.14,69,77,3.13,GW,1670277238
374,Plettenberg Bay,-34.0527,23.3716,16.38,70,48,2.16,ZA,1670277238
375,Tchibanga,-2.85,11.0333,21.49,96,100,1.17,GA,1670277239
376,Pasinler,39.9803,41.6764,-3.45,85,63,1.13,TR,1670277239
377,Salisbury,51.0693,-1.7957,7.05,87,100,4.12,GB,1670277240
378,Omboué,-1.5746,9.2618,25.57,90,86,2.49,GA,1670277240
379,Khani,41.9563,42.9566,2.76,88,100,2.14,GE,1670277241
380,Port Hedland,-20.3167,118.5667,26.03,78,92,4.63,AU,1670277185
381,Ténenkou,14.4572,-4.9169,29.94,18,95,3.28,ML,1670277241
382,Victor Harbor,-35.5667,138.6167,13.89,71,96,5.11,AU,1670277242
383,Kendari,-3.945,122.4989,24.22,92,100,1.64,ID,1670277244
384,Quelimane,-17.8786,36.8883,25.82,87,17,3.05,MZ,1670277065
385,Bengkulu,-3.8004,102.2655,23.38,90,100,1.19,ID,1670277247
386,Russell,32.3502,-85.1999,21.6,68,0,2.06,US,1670277248
387,Naryan-Mar,67.6713,53.087,-14.93,88,97,6.26,RU,1670277249
388,Cassilândia,-19.1133,-51.7342,24.12,74,89,1.7,BR,1670277249
389,Colesberg,-30.72,25.0972,13.79,55,62,6.74,ZA,1670277250
390,Tucumã,-0.1833,-50.05,24.77,88,99,2.51,BR,1670277251
391,Burnie,-41.0667,145.9167,14.41,47,1,2.19,AU,1670277252
392,Haines Junction,60.7522,-137.5108,-9.07,95,97,0.83,CA,1670276894
393,Nishihara,26.1842,127.7558,18.6,92,100,7.72,JP,1670277253
394,Svetlaya,46.5389,138.3297,-12.63,75,1,4.31,RU,1670277253
395,Evensk,61.95,159.2333,-14.61,94,100,2.5,RU,1670277058
396,Carpinteria,34.3989,-119.5185,19.43,59,24,1.34,US,1670276983
397,Shimanovsk,52.0,127.7,-18.96,98,100,1.85,RU,1670277255
398,Ossora,59.2353,163.0719,-15.26,85,43,5.81,RU,1670277255
399,Saint-Augustin,51.226,-58.6502,-5.98,85,6,1.38,CA,1670277256
400,Udachny,66.4167,112.4,-23.64,76,100,4.68,RU,1670277256
401,Kiunga,-6.1219,141.2906,22.82,99,100,0.88,PG,1670277257
402,Mogadishu,2.0371,45.3438,26.78,80,17,6.72,SO,1670277160
403,Botro,7.8525,-5.3106,24.71,52,91,0.87,CI,1670277258
404,Phang Nga,8.4509,98.5298,24.02,95,85,2.0,TH,1670277259
405,Sisimiut,66.9395,-53.6735,1.0,71,100,5.37,GL,1670277041
406,Saint George,37.1041,-113.5841,15.53,53,20,1.79,US,1670277260
407,Sakaraha,-22.9,44.5333,22.89,74,24,2.29,MG,1670277261
408,Palu,-0.8917,119.8707,24.05,94,97,1.08,ID,1670277003
409,Knysna,-34.0363,23.0471,16.73,70,57,1.14,ZA,1670277106
410,Acobamba,-11.3525,-75.6594,13.31,71,68,2.62,PE,1670277263
411,Mēga,4.05,38.3,16.0,63,96,3.44,ET,1670277265
412,Petropavlovsk-Kamchatskiy,53.0452,158.6483,-15.67,72,75,3.0,RU,1670277265
413,Airai,-8.9266,125.4092,15.66,70,86,0.68,TL,1670277266
414,Ukiah,39.1502,-123.2078,12.94,78,75,2.06,US,1670277051
415,Grindavik,63.8424,-22.4338,-2.74,100,20,2.57,IS,1670277267
416,Buchmany,51.0689,28.0421,-7.89,87,22,5.12,UA,1670277267
417,Valdivia,-39.8142,-73.2459,17.05,72,79,2.55,CL,1670277076
418,Ratnagiri,16.9833,73.3,25.35,72,53,2.45,IN,1670277088
419,Doka,13.5167,35.7667,25.29,34,8,3.5,SD,1670277268
420,Parabel',58.6978,81.4825,-17.87,96,100,2.83,RU,1670277269
421,Chiang Khong,20.2613,100.4046,18.26,97,64,0.64,TH,1670277269
422,Peleduy,59.6289,112.7406,-11.13,94,100,5.28,RU,1670277270
423,Blind River,46.1834,-82.9582,3.06,73,100,4.7,CA,1670277270
424,Cockburn Town,21.4612,-71.1419,24.98,65,40,8.23,TC,1670277181
425,Tuatapere,-46.1333,167.6833,10.05,77,93,2.38,NZ,1670277271
426,Isangel,-19.55,169.2667,30.06,84,20,1.54,VU,1670277052
427,Borogontsy,62.6683,131.1683,-32.93,100,99,0.63,RU,1670277272
428,Upington,-28.4478,21.2561,21.21,21,88,3.09,ZA,1670277272
429,Pecos,31.4229,-103.4932,26.28,36,0,6.17,US,1670277261
430,Sergach,55.5308,45.4661,-15.5,93,66,2.04,RU,1670277273
431,Nanortalik,60.1432,-45.2371,0.79,77,96,6.34,GL,1670277273
432,Shancheng,34.7953,116.0817,0.51,60,1,2.47,CN,1670277274
433,Ust'-Ilimsk,58.0006,102.6619,-13.0,92,100,6.21,RU,1670277274
434,Diamantino,-14.4086,-56.4461,23.24,94,100,2.37,BR,1670277074
435,Okhotsk,59.3833,143.3,-30.16,82,65,4.74,RU,1670277275
436,Alta Floresta,-9.8756,-56.0861,21.37,99,100,1.38,BR,1670277276
437,Praia da Vitória,38.7333,-27.0667,16.53,88,75,4.26,PT,1670277276
438,Kattivākkam,13.2167,80.3167,27.05,77,85,4.24,IN,1670277277
439,Nur,52.6683,22.3221,-1.15,95,99,4.32,PL,1670277277
440,Yenangyaung,20.4667,94.8833,21.56,68,18,1.81,MM,1670277277
441,Itarema,-2.9248,-39.9167,26.47,78,16,8.13,BR,1670277278
442,Tagusao,9.1924,117.8141,25.73,84,98,1.85,PH,1670277278
443,Vaitape,-16.5167,-151.75,26.38,77,76,7.96,PF,1670277188
444,Banamba,13.55,-7.45,29.24,21,100,3.16,ML,1670277279
445,São Borja,-28.6606,-56.0044,28.86,40,5,6.11,BR,1670277279
446,Nouadhibou,20.931,-17.0347,20.99,73,7,4.63,MR,1670277280
447,São Félix do Xingu,-6.6447,-51.995,22.37,96,78,0.63,BR,1670277280
448,Chapadinha,-3.7417,-43.3603,27.56,64,45,2.59,BR,1670277281
449,Katete,-0.7818,29.7544,14.42,97,67,1.7,UG,1670277281
450,Saint Anthony,45.0205,-93.218,-1.41,63,100,5.14,US,1670277078
451,Salacgrīva,57.7536,24.3581,-3.07,90,100,5.05,LV,1670277282
452,Okha,53.5739,142.9478,-17.5,90,65,6.19,RU,1670277282
453,Beloha,-25.1667,45.05,26.68,60,15,3.73,MG,1670277283
454,Fare,-16.7,-151.0167,26.27,77,4,7.74,PF,1670277283
455,Macia,-25.0269,33.0989,22.2,92,100,1.33,MZ,1670277284
456,Mandera,3.9366,41.867,29.41,36,71,4.17,KE,1670277284
457,San Clemente,33.427,-117.612,18.54,69,99,2.24,US,1670277284
458,Esim,4.8699,-2.2405,26.24,85,73,3.11,GH,1670277285
459,Tegul'det,57.3064,88.1667,-18.24,93,100,3.0,RU,1670277286
460,Pandan,14.0453,124.1694,25.16,82,100,3.31,PH,1670277286
461,Øksfjord,70.2396,22.3479,3.1,99,100,2.19,NO,1670277286
462,Birao,10.2849,22.7882,21.71,26,100,2.87,CF,1670277287
463,Altay,47.8667,88.1167,-14.35,81,95,2.62,CN,1670277287
464,Puerto Escondido,15.85,-97.0667,28.32,57,4,2.64,MX,1670277288
465,Timrå,62.487,17.3257,-2.4,93,0,1.03,SE,1670277288
466,São João da Barra,-21.6403,-41.0511,25.05,84,89,9.12,BR,1670277289
467,Baní,18.2833,-70.3333,27.14,61,6,1.14,DO,1670277289
468,Bogashevo,56.3683,85.1447,-22.79,84,0,3.13,RU,1670277290
469,Saravan,39.7196,45.6483,-3.48,87,87,1.47,AM,1670277290
470,Strøby Egede,55.4138,12.245,2.97,97,100,3.88,DK,1670277291
471,Cabedelo,-6.9811,-34.8339,26.37,76,15,5.33,BR,1670277291
472,Beira,-19.8436,34.8389,27.05,94,20,5.36,MZ,1670277292
473,Miles City,46.4083,-105.8406,-5.46,86,100,3.6,US,1670277023
474,Pervomayskiy,53.2485,40.2871,-8.22,57,49,2.53,RU,1670277292
475,Dwārka,22.2394,68.9678,23.1,41,0,5.96,IN,1670277055
476,Tierra Blanca,14.5833,-88.5833,26.81,59,2,2.31,HN,1670277293
477,Purranque,-40.9167,-73.1667,19.63,81,88,1.88,CL,1670277294
478,Ouadda,8.0777,22.4007,21.85,36,45,2.22,CF,1670277105
479,Olinda,-8.0089,-34.8553,25.85,78,75,2.06,BR,1670277294
480,San Joaquin,37.9333,-121.3011,17.07,63,0,3.09,US,1670277295
481,Robertsport,6.7533,-11.3686,26.71,79,100,2.3,LR,1670277295
482,Yar-Sale,66.8333,70.8333,-18.29,99,14,2.47,RU,1670277296
483,Couva,10.4225,-61.4675,28.99,44,77,1.34,TT,1670277296
484,Naze,28.3667,129.4833,14.51,70,98,8.82,JP,1670277297
485,Narón,43.5167,-8.1528,12.23,78,100,2.0,ES,1670277297
486,Quzhou,28.9594,118.8686,6.17,92,76,2.59,CN,1670277298
487,Iqaluit,63.7506,-68.5145,-13.15,78,75,0.0,CA,1670277298
488,San Cristobal,7.7669,-72.225,22.1,92,60,1.63,VE,1670277299
489,Ayan,56.45,138.1667,-12.78,63,100,4.76,RU,1670277299
490,Kurlovo,55.4325,40.4854,-9.67,80,100,2.61,RU,1670277300
491,Hamilton,39.1834,-84.5333,8.46,58,100,0.89,US,1670277300
492,Porto Velho,-8.7619,-63.9039,25.03,94,20,0.0,BR,1670277300
493,Santa Maria,-29.6842,-53.8069,29.61,58,20,5.66,BR,1670277301
494,Bichura,50.5881,107.6022,-17.9,84,99,2.92,RU,1670277301
495,Dicabisagan,17.0818,122.4157,24.24,92,92,3.12,PH,1670277304
496,Nandurbar,21.3667,74.25,23.66,53,32,3.13,IN,1670277305
497,Hambantota,6.1241,81.1185,23.19,100,20,1.03,LK,1670277306
498,Bada,51.392,109.8717,-12.13,87,100,7.41,RU,1670277307
499,Tura,25.5198,90.2201,15.29,85,0,1.6,IN,1670277308
500,Malbork,54.0359,19.0266,3.8,89,100,2.08,PL,1670277309
501,Port-Cartier,50.0334,-66.8654,-0.7,76,100,6.65,CA,1670277311
502,Athabasca,54.7169,-113.2854,-16.77,80,100,7.3,CA,1670277141
503,Butembo,0.15,29.2833,13.31,97,100,1.27,CD,1670277312
504,Rawson,-43.3002,-65.1023,31.16,15,0,10.8,AR,1670277313
505,Ambilobe,-13.2,49.05,23.9,85,23,0.64,MG,1670277314
506,Shuya,56.8487,41.3883,-10.36,87,100,2.89,RU,1670277315
507,Balabac,7.9868,117.0645,26.84,82,89,6.12,PH,1670277316
508,Ereymentau,51.6199,73.1033,-25.67,93,35,1.6,KZ,1670277317
509,Pargas,60.3067,22.301,1.05,92,100,3.71,FI,1670277319
510,Spirit River,55.7833,-118.8361,-19.76,79,74,4.29,CA,1670277320
511,Bograd,54.2344,90.8328,-22.87,90,8,1.18,RU,1670277321
512,Inuvik,68.3499,-133.7218,-22.44,57,75,6.17,CA,1670277322
513,Tual,-5.6667,132.75,27.96,70,94,2.58,ID,1670277114
514,Sambava,-14.2667,50.1667,24.05,85,29,4.71,MG,1670277324
515,Senador José Porfírio,-2.5908,-51.9542,25.07,79,89,1.14,BR,1670277325
516,Tupik,54.4253,119.9327,-22.32,92,100,1.49,RU,1670277325
517,Isla Vista,34.4133,-119.861,19.41,64,13,6.69,US,1670277326
518,Togur,58.3631,82.8265,-18.39,97,100,2.52,RU,1670277327
519,Vao,-22.6667,167.4833,25.25,87,100,4.41,NC,1670277327
520,Kristinestad,62.2743,21.376,0.99,77,99,8.2,FI,1670277329
521,Kuah,6.3265,99.8432,25.99,89,20,1.03,MY,1670277330
522,Tautira,-17.7333,-149.15,26.18,76,52,7.51,PF,1670277046
523,San Vicente de Cañete,-13.0751,-76.3835,20.73,77,33,2.9,PE,1670277331
524,Biskamzha,53.4497,89.5272,-22.1,97,95,0.67,RU,1670277331
525,Egvekinot,66.3167,-179.1667,-13.0,82,100,6.42,RU,1670277028
526,Namatanai,-3.6667,152.4333,27.18,77,99,1.39,PG,1670277332
527,Flinders,-34.5833,150.8552,19.03,80,57,4.24,AU,1670277332
528,Kurumkan,54.3,110.3,-15.05,91,100,2.6,RU,1670277333
529,Kruisfontein,-34.0033,24.7314,13.82,91,3,3.44,ZA,1670277333
530,San Patricio,28.017,-97.5169,27.05,64,75,6.05,US,1670277301
531,Alyangula,-13.8483,136.4192,29.07,61,81,3.37,AU,1670277334
532,San Vicente,-26.6167,-54.1333,22.58,80,89,0.88,AR,1670277334
533,Stephenville,32.2207,-98.2023,27.07,48,0,5.66,US,1670277155
534,Ust-Tsilma,65.441,52.1498,-14.6,90,58,2.91,RU,1670277335
535,Yeppoon,-23.1333,150.7333,23.88,66,0,2.01,AU,1670277336
536,Norrtälje,59.758,18.705,0.57,87,83,2.42,SE,1670277336
537,Luau,-10.7073,22.2247,18.97,90,100,1.0,AO,1670277337
538,Zhuhai,22.2769,113.5678,13.88,82,40,10.29,CN,1670277048
539,Merauke,-8.4667,140.3333,25.87,80,96,3.5,ID,1670277312
540,Boueni,-12.9025,45.0761,26.99,80,2,4.78,YT,1670277338
541,Craigieburn,-37.6,144.95,13.95,92,75,3.6,AU,1670277338
542,Roald,62.5833,6.1333,5.97,70,75,3.09,NO,1670277338
543,Gondanglegi,-7.7479,112.0132,24.18,90,100,0.45,ID,1670277339
544,Sioux Lookout,50.1001,-91.917,-18.96,65,20,4.12,CA,1670277339
545,Riyadh,24.6877,46.7219,21.08,39,75,5.49,SA,1670277042
546,Godfrey,38.9556,-90.1868,11.1,79,69,1.34,US,1670277045
547,Baghmara,23.795,86.2085,14.04,43,0,3.3,IN,1670277341
548,Kumul,42.8,93.45,-5.46,37,100,1.25,CN,1670277113
549,Anshun,26.25,105.9333,3.27,83,100,3.4,CN,1670277341
550,Quaraí,-30.3875,-56.4514,31.62,24,0,5.96,BR,1670277342
551,Dakoro,14.5106,6.765,23.52,17,79,4.96,NE,1670277342
552,Novomykolayivka,47.9781,35.9102,-5.86,48,8,5.81,UA,1670277342
553,Mayumba,-3.432,10.6554,25.37,90,100,2.1,GA,1670277295
554,Xiantao,30.3833,113.4,5.42,76,99,1.24,CN,1670277343
555,Karratha,-20.7377,116.8463,26.87,43,3,5.58,AU,1670277344
556,Tumpat,6.1978,102.171,25.01,94,20,0.0,MY,1670277344
557,Channel-Port aux Basques,47.5702,-59.1367,0.81,61,10,1.4,CA,1670277345
558,Opuwo,-18.0607,13.84,22.08,35,19,3.05,NA,1670277345
559,Aripuanã,-9.1667,-60.6333,22.71,99,100,0.53,BR,1670277346
560,Wanning,18.8003,110.3967,18.99,89,90,5.42,CN,1670277346
561,Talara,-4.5772,-81.2719,26.42,53,0,5.14,PE,1670277347
562,Aswān,24.0934,32.907,17.61,55,0,2.06,EG,1670277347
563,Lehre,52.3333,10.6667,3.4,92,100,2.57,DE,1670277348
564,Binka,21.0333,83.8,15.92,61,0,0.25,IN,1670277348
565,Karlskrona,56.1616,15.5866,1.25,98,100,1.91,SE,1670277349
566,Dalby,-27.1833,151.2667,26.28,38,0,7.73,AU,1670277349
567,Paraíso,9.8383,-83.8656,22.31,73,60,1.92,CR,1670277350
568,Köping,59.514,15.9926,-5.04,89,34,1.99,SE,1670277350
569,Tynda,55.1667,124.7167,-29.71,98,66,1.34,RU,1670277350
570,Inhambane,-23.865,35.3833,25.23,89,100,4.46,MZ,1670277351
571,Hutchinson,38.0608,-97.9298,14.18,58,16,0.45,US,1670277342
572,Scalea,39.813,15.7956,14.97,71,100,0.91,IT,1670277352
573,Talaya,61.3833,152.75,-41.97,99,59,0.54,RU,1670277353
